#  This data comes from single calculations on the 12-site 12-electron 1D Hubbard model.
#  See the proje.tex file for more details.
#  Nw(target)       <N0>      <Nw>     shift                          proj.e <N_j/N_0>               proj.e <N_j'/N_0'>            proj.e <N_j'>/<N_0'>              fci
          500         21       784    -0.313454156077 +/- 0.001050   -0.332156056644 +/- 0.001173   -0.33203314909 +/- 0.001172   -0.321512832407 +/- 0.001141      -0.3210816105409986
         1000         51      1561    -0.31774533095  +/- 0.000615   -0.32466354657  +/- 0.000806   -0.32462273846 +/- 0.000806   -0.320839357660 +/- 0.000689      -0.3210816105409986
         5000        370      7412    -0.32082651545  +/- 0.000225   -0.321713609283 +/- 0.000215   -0.32170926892 +/- 0.000215   -0.321307554445 +/- 0.000218      -0.3210816105409986
        10000        865     14704    -0.320851082187 +/- 0.000112   -0.321337706874 +/- 0.000200   -0.32149413233 +/- 0.000203   -0.321212990364 +/- 0.000117      -0.3210816105409986
        15000       1413     22135    -0.320932352719 +/- 8.494e-05  -0.321118194907 +/- 0.000126   -0.32111739685 +/- 0.000126   -0.321044089495 +/- 0.000127      -0.3210816105409986
        20000       1982     29585    -0.321015612153 +/- 7.741e-05  -0.321272952831 +/- 7.052e-05  -0.32127244253 +/- 7.052e-05  -0.321226852351 +/- 7.083e-05     -0.3210816105409986
