
   HANDE

 ================================================================
 Compiled on Mar 21 2016 at 19:13:39
 Compiled using cuc3.intel13.mpi.(optimised)
 VCS BASE repository version:
     d8211eb317e354755be157df381fd8ad291afaaf
 Hostname:
     hylleraas
 Working directory: 
     /home/fm813/projects/hande/documentation/manual/tutorials/calcs/canonical_estimates
 Started running on 21/03/2016 at 19:19:51
 Calculation UUID: 71e445ad-6deb-4f6d-9fd2-5b0240340c48.
 Preprocessor settings:
     DISABLE_HDF5 not defined.  HDF5 enabled.
     DISABLE_LANCZOS defined.  Lanczos disabled.
     DISABLE_UUID not defined.  UUID enabled.
     PARALLEL defined.  MPI parallelization enabled.
     DISABLE_SCALAPACK not defined.  ScaLAPACK enabled.
     SINGLE_PRECISION not defined.  Double precision used throughout.
     USE_POPCNT not defined.  Internal POPCNT procedure used.
     DET_SIZE = 32.
     POP_SIZE = 32.
 ================================================================

 Input options
 -------------

sys = ueg {
    nel = 7,
    ms = 7,
    dim = 3,
    cutoff = 10,
    rs = 1,
}

canonical_estimates {
    sys = sys,
    canonical_estimates = {
        beta = 1,
        nattempts = 10000,
        ncycles = 1000,
        fermi_temperature = true,
    },
}

 -------------

 Basis functions
 ---------------

 Spin given in units of 1/2.
 k-points given in terms of the reciprocal lattice vectors of the crystal cell.

 index   k-point            ms       <i|h|i>
   268   ( -3, -1,  0)     -1        2.07589464E+01
   269   (  3, -1,  0)      1        2.07589464E+01
   270   (  3, -1,  0)     -1        2.07589464E+01
   271   ( -3,  1,  0)      1        2.07589464E+01
   272   ( -3,  1,  0)     -1        2.07589464E+01
   273   (  3,  1,  0)      1        2.07589464E+01
   274   (  3,  1,  0)     -1        2.07589464E+01
   275   ( -1,  3,  0)      1        2.07589464E+01
   276   ( -1,  3,  0)     -1        2.07589464E+01
   277   (  1,  3,  0)      1        2.07589464E+01
   278   (  1,  3,  0)     -1        2.07589464E+01
   279   (  0, -3,  1)      1        2.07589464E+01
   280   (  0, -3,  1)     -1        2.07589464E+01
   281   ( -3,  0,  1)      1        2.07589464E+01
   282   ( -3,  0,  1)     -1        2.07589464E+01
   283   (  3,  0,  1)      1        2.07589464E+01
   284   (  3,  0,  1)     -1        2.07589464E+01
   285   (  0,  3,  1)      1        2.07589464E+01
   286   (  0,  3,  1)     -1        2.07589464E+01
   287   (  0, -1,  3)      1        2.07589464E+01
   288   (  0, -1,  3)     -1        2.07589464E+01
   289   ( -1,  0,  3)      1        2.07589464E+01
   290   ( -1,  0,  3)     -1        2.07589464E+01
   291   (  1,  0,  3)      1        2.07589464E+01
   292   (  1,  0,  3)     -1        2.07589464E+01
   293   (  0,  1,  3)      1        2.07589464E+01
   294   (  0,  1,  3)     -1        2.07589464E+01
   295   ( -1, -1, -3)      1        2.28348411E+01
   296   ( -1, -1, -3)     -1        2.28348411E+01
   297   (  1, -1, -3)      1        2.28348411E+01
   298   (  1, -1, -3)     -1        2.28348411E+01
   299   ( -1,  1, -3)      1        2.28348411E+01
   300   ( -1,  1, -3)     -1        2.28348411E+01
   301   (  1,  1, -3)      1        2.28348411E+01
   302   (  1,  1, -3)     -1        2.28348411E+01
   303   ( -1, -3, -1)      1        2.28348411E+01
   304   ( -1, -3, -1)     -1        2.28348411E+01
   305   (  1, -3, -1)      1        2.28348411E+01
   306   (  1, -3, -1)     -1        2.28348411E+01
   307   ( -3, -1, -1)      1        2.28348411E+01
   308   ( -3, -1, -1)     -1        2.28348411E+01
   309   (  3, -1, -1)      1        2.28348411E+01
   310   (  3, -1, -1)     -1        2.28348411E+01
   311   ( -3,  1, -1)      1        2.28348411E+01
   312   ( -3,  1, -1)     -1        2.28348411E+01
   313   (  3,  1, -1)      1        2.28348411E+01
   314   (  3,  1, -1)     -1        2.28348411E+01
   315   ( -1,  3, -1)      1        2.28348411E+01
   316   ( -1,  3, -1)     -1        2.28348411E+01
   317   (  1,  3, -1)      1        2.28348411E+01
   318   (  1,  3, -1)     -1        2.28348411E+01
   319   ( -1, -3,  1)      1        2.28348411E+01
   320   ( -1, -3,  1)     -1        2.28348411E+01
   321   (  1, -3,  1)      1        2.28348411E+01
   322   (  1, -3,  1)     -1        2.28348411E+01
   323   ( -3, -1,  1)      1        2.28348411E+01
   324   ( -3, -1,  1)     -1        2.28348411E+01
   325   (  3, -1,  1)      1        2.28348411E+01
   326   (  3, -1,  1)     -1        2.28348411E+01
   327   ( -3,  1,  1)      1        2.28348411E+01
   328   ( -3,  1,  1)     -1        2.28348411E+01
   329   (  3,  1,  1)      1        2.28348411E+01
   330   (  3,  1,  1)     -1        2.28348411E+01
   331   ( -1,  3,  1)      1        2.28348411E+01
   332   ( -1,  3,  1)     -1        2.28348411E+01
   333   (  1,  3,  1)      1        2.28348411E+01
   334   (  1,  3,  1)     -1        2.28348411E+01
   335   ( -1, -1,  3)      1        2.28348411E+01
   336   ( -1, -1,  3)     -1        2.28348411E+01
   337   (  1, -1,  3)      1        2.28348411E+01
   338   (  1, -1,  3)     -1        2.28348411E+01
   339   ( -1,  1,  3)      1        2.28348411E+01
   340   ( -1,  1,  3)     -1        2.28348411E+01
   341   (  1,  1,  3)      1        2.28348411E+01
   342   (  1,  1,  3)     -1        2.28348411E+01
   343   ( -2, -2, -2)      1        2.49107357E+01
   344   ( -2, -2, -2)     -1        2.49107357E+01
   345   (  2, -2, -2)      1        2.49107357E+01
   346   (  2, -2, -2)     -1        2.49107357E+01
   347   ( -2,  2, -2)      1        2.49107357E+01
   348   ( -2,  2, -2)     -1        2.49107357E+01
   349   (  2,  2, -2)      1        2.49107357E+01
   350   (  2,  2, -2)     -1        2.49107357E+01
   351   ( -2, -2,  2)      1        2.49107357E+01
   352   ( -2, -2,  2)     -1        2.49107357E+01
   353   (  2, -2,  2)      1        2.49107357E+01
   354   (  2, -2,  2)     -1        2.49107357E+01
   355   ( -2,  2,  2)      1        2.49107357E+01
   356   ( -2,  2,  2)     -1        2.49107357E+01
   357   (  2,  2,  2)      1        2.49107357E+01
   358   (  2,  2,  2)     -1        2.49107357E+01
   359   (  0, -2, -3)      1        2.69866304E+01
   360   (  0, -2, -3)     -1        2.69866304E+01
   361   ( -2,  0, -3)      1        2.69866304E+01
   362   ( -2,  0, -3)     -1        2.69866304E+01
   363   (  2,  0, -3)      1        2.69866304E+01
   364   (  2,  0, -3)     -1        2.69866304E+01
   365   (  0,  2, -3)      1        2.69866304E+01
   366   (  0,  2, -3)     -1        2.69866304E+01
   367   (  0, -3, -2)      1        2.69866304E+01
   368   (  0, -3, -2)     -1        2.69866304E+01
   369   ( -3,  0, -2)      1        2.69866304E+01
   370   ( -3,  0, -2)     -1        2.69866304E+01
   371   (  3,  0, -2)      1        2.69866304E+01
   372   (  3,  0, -2)     -1        2.69866304E+01
   373   (  0,  3, -2)      1        2.69866304E+01
   374   (  0,  3, -2)     -1        2.69866304E+01
   375   ( -2, -3,  0)      1        2.69866304E+01
   376   ( -2, -3,  0)     -1        2.69866304E+01
   377   (  2, -3,  0)      1        2.69866304E+01
   378   (  2, -3,  0)     -1        2.69866304E+01
   379   ( -3, -2,  0)      1        2.69866304E+01
   380   ( -3, -2,  0)     -1        2.69866304E+01
   381   (  3, -2,  0)      1        2.69866304E+01
   382   (  3, -2,  0)     -1        2.69866304E+01
   383   ( -3,  2,  0)      1        2.69866304E+01
   384   ( -3,  2,  0)     -1        2.69866304E+01
   385   (  3,  2,  0)      1        2.69866304E+01
   386   (  3,  2,  0)     -1        2.69866304E+01
   387   ( -2,  3,  0)      1        2.69866304E+01
   388   ( -2,  3,  0)     -1        2.69866304E+01
   389   (  2,  3,  0)      1        2.69866304E+01
   390   (  2,  3,  0)     -1        2.69866304E+01
   391   (  0, -3,  2)      1        2.69866304E+01
   392   (  0, -3,  2)     -1        2.69866304E+01
   393   ( -3,  0,  2)      1        2.69866304E+01
   394   ( -3,  0,  2)     -1        2.69866304E+01
   395   (  3,  0,  2)      1        2.69866304E+01
   396   (  3,  0,  2)     -1        2.69866304E+01
   397   (  0,  3,  2)      1        2.69866304E+01
   398   (  0,  3,  2)     -1        2.69866304E+01
   399   (  0, -2,  3)      1        2.69866304E+01
   400   (  0, -2,  3)     -1        2.69866304E+01
   401   ( -2,  0,  3)      1        2.69866304E+01
   402   ( -2,  0,  3)     -1        2.69866304E+01
   403   (  2,  0,  3)      1        2.69866304E+01
   404   (  2,  0,  3)     -1        2.69866304E+01
   405   (  0,  2,  3)      1        2.69866304E+01
   406   (  0,  2,  3)     -1        2.69866304E+01
   407   ( -1, -2, -3)      1        2.90625250E+01
   408   ( -1, -2, -3)     -1        2.90625250E+01
   409   (  1, -2, -3)      1        2.90625250E+01
   410   (  1, -2, -3)     -1        2.90625250E+01
   411   ( -2, -1, -3)      1        2.90625250E+01
   412   ( -2, -1, -3)     -1        2.90625250E+01
   413   (  2, -1, -3)      1        2.90625250E+01
   414   (  2, -1, -3)     -1        2.90625250E+01
   415   ( -2,  1, -3)      1        2.90625250E+01
   416   ( -2,  1, -3)     -1        2.90625250E+01
   417   (  2,  1, -3)      1        2.90625250E+01
   418   (  2,  1, -3)     -1        2.90625250E+01
   419   ( -1,  2, -3)      1        2.90625250E+01
   420   ( -1,  2, -3)     -1        2.90625250E+01
   421   (  1,  2, -3)      1        2.90625250E+01
   422   (  1,  2, -3)     -1        2.90625250E+01
   423   ( -1, -3, -2)      1        2.90625250E+01
   424   ( -1, -3, -2)     -1        2.90625250E+01
   425   (  1, -3, -2)      1        2.90625250E+01
   426   (  1, -3, -2)     -1        2.90625250E+01
   427   ( -3, -1, -2)      1        2.90625250E+01
   428   ( -3, -1, -2)     -1        2.90625250E+01
   429   (  3, -1, -2)      1        2.90625250E+01
   430   (  3, -1, -2)     -1        2.90625250E+01
   431   ( -3,  1, -2)      1        2.90625250E+01
   432   ( -3,  1, -2)     -1        2.90625250E+01
   433   (  3,  1, -2)      1        2.90625250E+01
   434   (  3,  1, -2)     -1        2.90625250E+01
   435   ( -1,  3, -2)      1        2.90625250E+01
   436   ( -1,  3, -2)     -1        2.90625250E+01
   437   (  1,  3, -2)      1        2.90625250E+01
   438   (  1,  3, -2)     -1        2.90625250E+01
   439   ( -2, -3, -1)      1        2.90625250E+01
   440   ( -2, -3, -1)     -1        2.90625250E+01
   441   (  2, -3, -1)      1        2.90625250E+01
   442   (  2, -3, -1)     -1        2.90625250E+01
   443   ( -3, -2, -1)      1        2.90625250E+01
   444   ( -3, -2, -1)     -1        2.90625250E+01
   445   (  3, -2, -1)      1        2.90625250E+01
   446   (  3, -2, -1)     -1        2.90625250E+01
   447   ( -3,  2, -1)      1        2.90625250E+01
   448   ( -3,  2, -1)     -1        2.90625250E+01
   449   (  3,  2, -1)      1        2.90625250E+01
   450   (  3,  2, -1)     -1        2.90625250E+01
   451   ( -2,  3, -1)      1        2.90625250E+01
   452   ( -2,  3, -1)     -1        2.90625250E+01
   453   (  2,  3, -1)      1        2.90625250E+01
   454   (  2,  3, -1)     -1        2.90625250E+01
   455   ( -2, -3,  1)      1        2.90625250E+01
   456   ( -2, -3,  1)     -1        2.90625250E+01
   457   (  2, -3,  1)      1        2.90625250E+01
   458   (  2, -3,  1)     -1        2.90625250E+01
   459   ( -3, -2,  1)      1        2.90625250E+01
   460   ( -3, -2,  1)     -1        2.90625250E+01
   461   (  3, -2,  1)      1        2.90625250E+01
   462   (  3, -2,  1)     -1        2.90625250E+01
   463   ( -3,  2,  1)      1        2.90625250E+01
